intent,question,answer,label,clean_question,tokens
Perawatan Error Kode Paket Salah,Apa yang dilakukan jika kode paket salah?,"Pilih paket ulang melalui tombol Pilih Paket, pastikan kode sesuai master data.",Penjualan Layanan Perawatan,apa yang dilakukan jika kode paket salah,"['kode', 'paket', 'salah']"
Perawatan Error Input Duplikat,Apa yang terjadi jika memasukkan customer yang sama dua kali?,"Sistem menolak input duplikat, muncul notifikasi Customer sudah terdaftar.",Penjualan Layanan Perawatan,apa yang terjadi jika memasukkan customer yang sama dua kali,"['memasukkan', 'customer', 'kali']"
Perawatan Error Paket Duplikat,Apa yang terjadi jika memilih paket yang sama dua kali?,Sistem menolak duplikasi paket; subtotal tidak akan bertambah untuk paket yang sama.,Penjualan Layanan Perawatan,apa yang terjadi jika memilih paket yang sama dua kali,"['memilih', 'paket', 'kali']"
Perawatan Validasi Total,Bagaimana memastikan total tagihan benar sebelum simpan?,"Periksa kolom subtotal tiap paket/tindakan tambahan, total otomatis dihitung di Total Tagihan.",Penjualan Layanan Perawatan,bagaimana memastikan total tagihan benar sebelum simpan,"['total', 'tagihan', 'simpan']"
Perawatan Error Sistem Timeout,Apa yang dilakukan jika sistem timeout saat input paket?,"Simpan data sesering mungkin, refresh halaman, dan input ulang paket jika diperlukan.",Penjualan Layanan Perawatan,apa yang dilakukan jika sistem timeout saat input paket,"['sistem', 'timeout', 'input', 'paket']"
Perawatan Error Refresh Gagal,Apa yang dilakukan jika tombol refresh tidak memperbarui data paket?,"Periksa koneksi internet, refresh halaman, atau hubungi admin.",Penjualan Layanan Perawatan,apa yang dilakukan jika tombol refresh tidak memperbarui data paket,"['tombol', 'refresh', 'memperbarui', 'data', 'paket']"
Perawatan Error File Import,Apa yang terjadi jika file import data rusak?,"Muncul notifikasi error, gunakan file dengan format yang sesuai (CSV/XLS).",Penjualan Layanan Perawatan,apa yang terjadi jika file import data rusak,"['file', 'import', 'data', 'rusak']"
Perawatan Error Harga Tidak Sesuai,Bagaimana jika harga paket berbeda dari master data?,"Sistem menampilkan harga master; jika berbeda, hubungi admin untuk koreksi.",Penjualan Layanan Perawatan,bagaimana jika harga paket berbeda dari master data,"['harga', 'paket', 'berbeda', 'master', 'data']"
Perawatan Validasi Promo,Bagaimana mengetahui paket termasuk promo?,Paket dengan warna hijau di tabel menandakan Promo.,Penjualan Layanan Perawatan,bagaimana mengetahui paket termasuk promo,"['paket', 'promo']"
Perawatan Validasi Non Promo,Bagaimana mengetahui paket non promo?,Paket dengan warna kuning di tabel menandakan Non Promo.,Penjualan Layanan Perawatan,bagaimana mengetahui paket non promo,"['paket', 'non', 'promo']"
Perawatan Error Kode Paket Tidak Terdaftar,Apa yang terjadi jika kode paket tidak ada di master?,Sistem menolak input dan menampilkan pesan Kode paket tidak ditemukan.,Penjualan Layanan Perawatan,apa yang terjadi jika kode paket tidak ada di master,"['kode', 'paket', 'master']"
Perawatan Error Tindakan Tambahan Kosong,Apa yang dilakukan jika ingin simpan tapi tidak ada tindakan tambahan?,"Sistem bisa menyimpan jika ada paket; jika kosong semua, transaksi ditolak.",Penjualan Layanan Perawatan,apa yang dilakukan jika ingin simpan tapi tidak ada tindakan tambahan,"['simpan', 'tindakan', 'tambahan']"
Perawatan Navigasi Antar Tab Error,Apa yang dilakukan jika tab Paket atau Tindakan Tambahan tidak terbuka?,"Refresh halaman, pastikan browser kompatibel, atau hubungi admin IT.",Penjualan Layanan Perawatan,apa yang dilakukan jika tab paket atau tindakan tambahan tidak terbuka,"['tab', 'paket', 'tindakan', 'tambahan', 'terbuka']"
Perawatan Cetak Gagal,Apa yang dilakukan jika klik Cetak Nota tidak muncul hasil cetak?,"Periksa koneksi printer, driver printer, atau refresh halaman, lalu coba cetak ulang.",Penjualan Layanan Perawatan,apa yang dilakukan jika klik cetak nota tidak muncul hasil cetak,"['klik', 'cetak', 'nota', 'muncul', 'hasil', 'cetak']"
Perawatan Batal Edit,Bagaimana membatalkan perubahan paket/tindakan sebelum simpan?,"Klik tombol Batal, semua perubahan akan dihapus.",Penjualan Layanan Perawatan,bagaimana membatalkan perubahan paket tindakan sebelum simpan,"['membatalkan', 'perubahan', 'paket', 'tindakan', 'simpan']"
Perawatan List Pengambilan Kosong,Mengapa List Pengambilan kosong?,Belum ada layanan yang diambil; sistem menampilkan data setelah layanan diproses.,Penjualan Layanan Perawatan,mengapa list pengambilan kosong,"['list', 'pengambilan', 'kosong']"
Perawatan List Penjualan Kosong,Mengapa List Penjualan kosong?,Belum ada transaksi tersimpan di sistem.,Penjualan Layanan Perawatan,mengapa list penjualan kosong,"['list', 'penjualan', 'kosong']"
Perawatan Error Data Tidak Sinkron,Apa yang dilakukan jika data customer atau paket tidak sinkron dengan master?,"Klik Refresh, atau hubungi admin untuk sinkronisasi data.",Penjualan Layanan Perawatan,apa yang dilakukan jika data customer atau paket tidak sinkron dengan master,"['data', 'customer', 'paket', 'sinkron', 'master']"
Perawatan Error Biaya Admin,Apa yang terjadi jika biaya admin tidak terhitung?,Sistem otomatis menambahkan jika pilih Ya; cek pengaturan biaya admin di master data.,Penjualan Layanan Perawatan,apa yang terjadi jika biaya admin tidak terhitung,"['biaya', 'admin', 'terhitung']"
Perawatan Update Data Customer,Bagaimana mengubah data customer setelah simpan?,"Edit data customer melalui menu Cari Customer ? Edit, simpan perubahan.",Penjualan Layanan Perawatan,bagaimana mengubah data customer setelah simpan,"['mengubah', 'data', 'customer', 'simpan']"
Perawatan Update Paket,Bagaimana mengubah paket setelah transaksi tersimpan?,Hapus transaksi atau lakukan koreksi melalui List Penjualan (jika sistem mengizinkan).,Penjualan Layanan Perawatan,bagaimana mengubah paket setelah transaksi tersimpan,"['mengubah', 'paket', 'transaksi', 'tersimpan']"
Perawatan Update Tindakan Tambahan,Bagaimana mengubah tindakan tambahan setelah transaksi tersimpan?,"Sama seperti paket, edit melalui List Penjualan atau input ulang tindakan tambahan.",Penjualan Layanan Perawatan,bagaimana mengubah tindakan tambahan setelah transaksi tersimpan,"['mengubah', 'tindakan', 'tambahan', 'transaksi', 'tersimpan']"
Perawatan Error Customer Tidak Aktif,Apa yang dilakukan jika customer yang dipilih statusnya tidak aktif?,"Sistem menampilkan notifikasi, pilih customer aktif lainnya.",Penjualan Layanan Perawatan,apa yang dilakukan jika customer yang dipilih statusnya tidak aktif,"['customer', 'dipilih', 'statusnya', 'aktif']"
Perawatan Error Unit Tidak Aktif,Apa yang dilakukan jika unit perawatan yang dipilih tidak aktif?,"Sistem menolak input, pilih unit aktif lain yang tersedia.",Penjualan Layanan Perawatan,apa yang dilakukan jika unit perawatan yang dipilih tidak aktif,"['unit', 'perawatan', 'dipilih', 'aktif']"
Perawatan Error Koneksi,Apa yang dilakukan jika koneksi terputus saat input transaksi?,"Simpan data sesering mungkin, refresh halaman, dan input ulang jika belum tersimpan.",Penjualan Layanan Perawatan,apa yang dilakukan jika koneksi terputus saat input transaksi,"['koneksi', 'terputus', 'input', 'transaksi']"
Perawatan Error Format File,Apa yang terjadi jika format file import salah?,Muncul notifikasi error; gunakan file CSV/XLS sesuai template sistem.,Penjualan Layanan Perawatan,apa yang terjadi jika format file import salah,"['format', 'file', 'import', 'salah']"
Perawatan Validasi Jam & Tanggal,Bagaimana memastikan jam & tanggal transaksi benar?,Sistem otomatis mengisi jam & tanggal saat input; bisa disesuaikan jika diperlukan.,Penjualan Layanan Perawatan,bagaimana memastikan jam   tanggal transaksi benar,"['jam', 'tanggal', 'transaksi']"
Perawatan Error Refresh Tabel,Apa yang dilakukan jika tabel paket/tindakan tidak terupdate setelah refresh?,"Cek koneksi, refresh halaman utama, atau hubungi admin.",Penjualan Layanan Perawatan,apa yang dilakukan jika tabel paket tindakan tidak terupdate setelah refresh,"['tabel', 'paket', 'tindakan', 'terupdate', 'refresh']"
Perawatan Error Transaksi Duplikat,Bagaimana menghindari transaksi yang sama disimpan dua kali?,"Pastikan klik Simpan hanya sekali, cek List Penjualan untuk memastikan.",Penjualan Layanan Perawatan,bagaimana menghindari transaksi yang sama disimpan dua kali,"['menghindari', 'transaksi', 'disimpan', 'kali']"
Perawatan Warna Tabel,Apa arti warna hijau & kuning pada tabel paket?,"Hijau = Promo, Kuning = Non Promo.",Penjualan Layanan Perawatan,apa arti warna hijau   kuning pada tabel paket,"['arti', 'warna', 'hijau', 'kuning', 'tabel', 'paket']"
Perawatan Error Subtotal Tidak Muncul,Mengapa subtotal tidak muncul setelah pilih paket/tindakan?,Pastikan kolom jumlah diisi dengan benar; sistem menghitung otomatis.,Penjualan Layanan Perawatan,mengapa subtotal tidak muncul setelah pilih paket tindakan,"['subtotal', 'muncul', 'pilih', 'paket', 'tindakan']"
Perawatan Error Combo Paket,Bagaimana jika paket dan tindakan tambahan dipilih bersamaan?,"Sistem menghitung subtotal untuk tiap item, total otomatis di Total Tagihan.",Penjualan Layanan Perawatan,bagaimana jika paket dan tindakan tambahan dipilih bersamaan,"['paket', 'tindakan', 'tambahan', 'dipilih', 'bersamaan']"
Perawatan Keterangan Tambahan,Bagaimana menambahkan catatan transaksi manual?,Isi kolom Keterangan sebelum klik Simpan.,Penjualan Layanan Perawatan,bagaimana menambahkan catatan transaksi manual,"['catatan', 'transaksi', 'manual']"
Perawatan Error Paket Tidak Sesuai Unit,Apa yang dilakukan jika paket yang dipilih tidak tersedia di unit?,Sistem menolak input; pilih paket yang sesuai unit perawatan.,Penjualan Layanan Perawatan,apa yang dilakukan jika paket yang dipilih tidak tersedia di unit,"['paket', 'dipilih', 'tersedia', 'unit']"
Perawatan Error Harga Salah,Bagaimana jika harga paket berbeda dengan daftar master?,Hubungi admin; sistem menampilkan harga master yang valid.,Penjualan Layanan Perawatan,bagaimana jika harga paket berbeda dengan daftar master,"['harga', 'paket', 'berbeda', 'daftar', 'master']"
Perawatan Error Diskon Tidak Terhitung,Bagaimana jika promo/discount tidak muncul di Total Tagihan?,"Periksa format paket promo, refresh tabel paket, subtotal akan diperbarui.",Penjualan Layanan Perawatan,bagaimana jika promo discount tidak muncul di total tagihan,"['promo', 'discount', 'muncul', 'total', 'tagihan']"
Perawatan Error Multiple File Import,Bagaimana jika ingin import beberapa file sekaligus?,Import satu per satu untuk memastikan data terbaca; sistem menolak duplikat.,Penjualan Layanan Perawatan,bagaimana jika ingin import beberapa file sekaligus,"['import', 'file']"
Perawatan Error Customer Tidak Tersedia,Apa yang dilakukan jika customer belum terdaftar di master?,Gunakan tombol Pasien Baru untuk input customer baru.,Penjualan Layanan Perawatan,apa yang dilakukan jika customer belum terdaftar di master,"['customer', 'terdaftar', 'master']"
Perawatan Error Data Tidak Lengkap,Apa yang dilakukan jika ada paket tanpa kode atau harga?,Sistem menolak simpan; lengkapi data paket terlebih dahulu.,Penjualan Layanan Perawatan,apa yang dilakukan jika ada paket tanpa kode atau harga,"['paket', 'kode', 'harga']"
Perawatan Error Simpan Kosong,Apa yang terjadi jika klik Simpan tanpa memilih paket/tindakan?,"Sistem menolak dan menampilkan notifikasi Transaksi kosong, pilih minimal satu paket/tindakan.",Penjualan Layanan Perawatan,apa yang terjadi jika klik simpan tanpa memilih paket tindakan,"['klik', 'simpan', 'memilih', 'paket', 'tindakan']"
Perawatan Error Simpan Ganda,Apa yang terjadi jika klik Simpan beberapa kali beruntun?,Sistem hanya menyimpan satu kali; duplikasi dicegah.,Penjualan Layanan Perawatan,apa yang terjadi jika klik simpan beberapa kali beruntun,"['klik', 'simpan', 'kali', 'beruntun']"
Perawatan Error Jumlah Tidak Valid,Apa yang terjadi jika jumlah paket/tindakan diisi negatif atau nol?,Sistem menolak input dan menampilkan pesan error.,Penjualan Layanan Perawatan,apa yang terjadi jika jumlah paket tindakan diisi negatif atau nol,"['paket', 'tindakan', 'diisi', 'negatif', 'nol']"
Perawatan Error Pilih Paket Tidak Aktif,Bagaimana jika paket yang dipilih sudah tidak aktif?,Sistem menolak input; pilih paket aktif lainnya.,Penjualan Layanan Perawatan,bagaimana jika paket yang dipilih sudah tidak aktif,"['paket', 'dipilih', 'aktif']"
Perawatan Error Refresh Tidak Jalan,Apa yang dilakukan jika tombol Refresh tidak memperbarui data?,"Periksa koneksi, refresh halaman utama browser, atau hubungi admin.",Penjualan Layanan Perawatan,apa yang dilakukan jika tombol refresh tidak memperbarui data,"['tombol', 'refresh', 'memperbarui', 'data']"
Perawatan Validasi Subtotal,Bagaimana memastikan subtotal tiap paket/tindakan benar?,Periksa kolom harga & jumlah; subtotal otomatis dihitung oleh sistem.,Penjualan Layanan Perawatan,bagaimana memastikan subtotal tiap paket tindakan benar,"['subtotal', 'paket', 'tindakan']"
Perawatan Validasi Total Tagihan,Bagaimana memastikan total tagihan benar?,Total Tagihan = jumlah semua subtotal paket + tindakan + biaya admin (jika ada).,Penjualan Layanan Perawatan,bagaimana memastikan total tagihan benar,"['total', 'tagihan']"
Perawatan Error Hapus Paket,Apa yang terjadi jika klik Delete paket?,Paket akan dihapus dari transaksi; subtotal & total otomatis diperbarui.,Penjualan Layanan Perawatan,apa yang terjadi jika klik delete paket,"['klik', 'delete', 'paket']"
Perawatan Error Hapus Tindakan,Apa yang terjadi jika klik Delete tindakan tambahan?,Tindakan tambahan akan dihapus; subtotal & total diperbarui.,Penjualan Layanan Perawatan,apa yang terjadi jika klik delete tindakan tambahan,"['klik', 'delete', 'tindakan', 'tambahan']"
Perawatan Error Pilih Paket Promo dan Non Promo,Apa yang terjadi jika pilih paket promo dan non promo bersamaan?,Sistem menghitung subtotal masing-masing; total otomatis menyesuaikan.,Penjualan Layanan Perawatan,apa yang terjadi jika pilih paket promo dan non promo bersamaan,"['pilih', 'paket', 'promo', 'non', 'promo', 'bersamaan']"
Perawatan Error Data Tidak Sinkron,Bagaimana jika data customer atau paket tidak sinkron dengan master?,"Klik Refresh; jika masih tidak sinkron, hubungi admin.",Penjualan Layanan Perawatan,bagaimana jika data customer atau paket tidak sinkron dengan master,"['data', 'customer', 'paket', 'sinkron', 'master']"
Perawatan Error Cetak Nota Gagal,Apa yang dilakukan jika klik Cetak Nota tidak muncul hasil cetak?,"Periksa koneksi printer, driver, atau refresh halaman, lalu coba cetak ulang.",Penjualan Layanan Perawatan,apa yang dilakukan jika klik cetak nota tidak muncul hasil cetak,"['klik', 'cetak', 'nota', 'muncul', 'hasil', 'cetak']"
Perawatan Error Koneksi Putus,Apa yang dilakukan jika koneksi internet putus saat input transaksi?,"Simpan data sesering mungkin, refresh halaman, input ulang jika perlu.",Penjualan Layanan Perawatan,apa yang dilakukan jika koneksi internet putus saat input transaksi,"['koneksi', 'internet', 'putus', 'input', 'transaksi']"
Perawatan Error File Import Rusak,Apa yang dilakukan jika file import rusak?,Muncul notifikasi error; gunakan file dengan format sesuai sistem (CSV/XLS).,Penjualan Layanan Perawatan,apa yang dilakukan jika file import rusak,"['file', 'import', 'rusak']"
Perawatan Error Import Duplikat,Apa yang terjadi jika file import mengandung customer/paket yang sama?,Sistem menolak duplikasi; data baru yang sama tidak ditambahkan.,Penjualan Layanan Perawatan,apa yang terjadi jika file import mengandung customer paket yang sama,"['file', 'import', 'mengandung', 'customer', 'paket']"
Perawatan Error Biaya Admin Tidak Terhitung,Bagaimana jika biaya admin tidak muncul?,Pastikan opsi Ya dipilih; biaya admin otomatis ditambahkan.,Penjualan Layanan Perawatan,bagaimana jika biaya admin tidak muncul,"['biaya', 'admin', 'muncul']"
Perawatan Error Customer Tidak Aktif,Apa yang terjadi jika memilih customer tidak aktif?,Sistem menolak input; pilih customer aktif lain.,Penjualan Layanan Perawatan,apa yang terjadi jika memilih customer tidak aktif,"['memilih', 'customer', 'aktif']"
Perawatan Error Unit Tidak Aktif,Apa yang dilakukan jika unit perawatan tidak aktif?,Sistem menolak input; pilih unit aktif yang tersedia.,Penjualan Layanan Perawatan,apa yang dilakukan jika unit perawatan tidak aktif,"['unit', 'perawatan', 'aktif']"
Perawatan Validasi Warna Paket,Bagaimana mengetahui paket promo/non promo?,"Hijau = Promo, Kuning = Non Promo.",Penjualan Layanan Perawatan,bagaimana mengetahui paket promo non promo,"['paket', 'promo', 'non', 'promo']"
Perawatan Error Subtotal Tidak Muncul,Mengapa subtotal tidak muncul setelah pilih paket/tindakan?,Pastikan kolom jumlah diisi; sistem menghitung otomatis.,Penjualan Layanan Perawatan,mengapa subtotal tidak muncul setelah pilih paket tindakan,"['subtotal', 'muncul', 'pilih', 'paket', 'tindakan']"
Perawatan Error Harga Salah,Apa yang dilakukan jika harga paket berbeda dari master?,Hubungi admin; sistem menampilkan harga master.,Penjualan Layanan Perawatan,apa yang dilakukan jika harga paket berbeda dari master,"['harga', 'paket', 'berbeda', 'master']"
Perawatan Error Diskon Tidak Terhitung,Bagaimana jika promo/discount tidak muncul?,Refresh tabel paket; subtotal dan total akan diperbarui.,Penjualan Layanan Perawatan,bagaimana jika promo discount tidak muncul,"['promo', 'discount', 'muncul']"
Perawatan Error Paket Tidak Sesuai Unit,Bagaimana jika paket tidak tersedia di unit perawatan?,Sistem menolak input; pilih paket sesuai unit.,Penjualan Layanan Perawatan,bagaimana jika paket tidak tersedia di unit perawatan,"['paket', 'tersedia', 'unit', 'perawatan']"
Perawatan Error Combo Paket,Bagaimana jika pilih paket & tindakan tambahan bersamaan?,Subtotal dihitung per item; total otomatis di Total Tagihan.,Penjualan Layanan Perawatan,bagaimana jika pilih paket   tindakan tambahan bersamaan,"['pilih', 'paket', 'tindakan', 'tambahan', 'bersamaan']"
Perawatan Error Keterangan Kosong,Bagaimana menambahkan catatan transaksi?,Isi kolom Keterangan sebelum klik Simpan.,Penjualan Layanan Perawatan,bagaimana menambahkan catatan transaksi,"['catatan', 'transaksi']"
Perawatan Error Update Data Customer,Bagaimana mengubah data customer setelah tersimpan?,"Gunakan menu Edit Customer, simpan perubahan.",Penjualan Layanan Perawatan,bagaimana mengubah data customer setelah tersimpan,"['mengubah', 'data', 'customer', 'tersimpan']"
Perawatan Error Update Paket,Bagaimana mengubah paket setelah transaksi tersimpan?,Hapus transaksi atau lakukan koreksi melalui List Penjualan.,Penjualan Layanan Perawatan,bagaimana mengubah paket setelah transaksi tersimpan,"['mengubah', 'paket', 'transaksi', 'tersimpan']"
Perawatan Error Update Tindakan Tambahan,Bagaimana mengubah tindakan tambahan setelah tersimpan?,Edit melalui List Penjualan atau input ulang tindakan tambahan.,Penjualan Layanan Perawatan,bagaimana mengubah tindakan tambahan setelah tersimpan,"['mengubah', 'tindakan', 'tambahan', 'tersimpan']"
Perawatan Error Customer Belum Terdaftar,Apa yang dilakukan jika customer belum ada di master?,Gunakan tombol Pasien Baru untuk input customer baru.,Penjualan Layanan Perawatan,apa yang dilakukan jika customer belum ada di master,"['customer', 'master']"
Perawatan Error Transaksi Duplikat,Bagaimana menghindari transaksi sama tersimpan dua kali?,"Pastikan klik Simpan hanya sekali, cek List Penjualan.",Penjualan Layanan Perawatan,bagaimana menghindari transaksi sama tersimpan dua kali,"['menghindari', 'transaksi', 'tersimpan', 'kali']"
Perawatan Error Multiple File Import,Bagaimana import beberapa file sekaligus?,Import satu per satu; sistem menolak duplikat.,Penjualan Layanan Perawatan,bagaimana import beberapa file sekaligus,"['import', 'file']"
Perawatan Error Refresh Tabel,Apa yang dilakukan jika tabel paket/tindakan tidak terupdate?,Refresh halaman utama atau hubungi admin.,Penjualan Layanan Perawatan,apa yang dilakukan jika tabel paket tindakan tidak terupdate,"['tabel', 'paket', 'tindakan', 'terupdate']"
Perawatan Error Jam & Tanggal Salah,Bagaimana memastikan jam & tanggal transaksi benar?,Sistem otomatis mengisi jam & tanggal; bisa disesuaikan manual.,Penjualan Layanan Perawatan,bagaimana memastikan jam   tanggal transaksi benar,"['jam', 'tanggal', 'transaksi']"
Perawatan Error List Pengambilan Kosong,Mengapa List Pengambilan kosong?,Belum ada layanan diambil; data muncul setelah layanan diproses.,Penjualan Layanan Perawatan,mengapa list pengambilan kosong,"['list', 'pengambilan', 'kosong']"
Perawatan Error List Penjualan Kosong,Mengapa List Penjualan kosong?,Belum ada transaksi tersimpan di sistem.,Penjualan Layanan Perawatan,mengapa list penjualan kosong,"['list', 'penjualan', 'kosong']"
Perawatan Error Hapus Semua Paket,Bagaimana menghapus semua paket dari transaksi?,Klik Delete tiap paket; subtotal & total diperbarui otomatis.,Penjualan Layanan Perawatan,bagaimana menghapus semua paket dari transaksi,"['menghapus', 'paket', 'transaksi']"
Perawatan Error Simpan & Batal Bersamaan,Apa yang terjadi jika klik Simpan dan Batal bersamaan?,Sistem memproses Simpan dulu; Batal hanya berlaku sebelum Simpan.,Penjualan Layanan Perawatan,apa yang terjadi jika klik simpan dan batal bersamaan,"['klik', 'simpan', 'batal', 'bersamaan']"
Perawatan Error Format File Tidak Sesuai,Apa yang terjadi jika file import format salah?,Muncul notifikasi; gunakan file sesuai template sistem (CSV/XLS).,Penjualan Layanan Perawatan,apa yang terjadi jika file import format salah,"['file', 'import', 'format', 'salah']"
Pengambilan Error Customer Kosong,Apa yang terjadi jika klik Simpan tanpa memilih customer?,Sistem menolak transaksi dan menampilkan notifikasi Customer wajib dipilih.,Pengambilan Layanan Perawatan,apa yang terjadi jika klik simpan tanpa memilih customer,"['klik', 'simpan', 'memilih', 'customer']"
Pengambilan Error Unit Tidak Dipilih,Apa yang terjadi jika unit perawatan tidak dipilih?,Sistem menolak input dan menampilkan pesan error Unit perawatan wajib dipilih.,Pengambilan Layanan Perawatan,apa yang terjadi jika unit perawatan tidak dipilih,"['unit', 'perawatan', 'dipilih']"
Pengambilan Error Paket/Tindakan Kosong,Apa yang terjadi jika klik Simpan tapi belum memilih paket atau tindakan tambahan?,Sistem menolak input dan menampilkan notifikasi Layanan perawatan belum dipilih.,Pengambilan Layanan Perawatan,apa yang terjadi jika klik simpan tapi belum memilih paket atau tindakan tambahan,"['klik', 'simpan', 'memilih', 'paket', 'tindakan', 'tambahan']"
Pengambilan Error Subtotal Tidak Terhitung,Mengapa subtotal tidak muncul setelah pilih paket/tindakan?,Pastikan jumlah layanan diisi; subtotal dihitung otomatis oleh sistem.,Pengambilan Layanan Perawatan,mengapa subtotal tidak muncul setelah pilih paket tindakan,"['subtotal', 'muncul', 'pilih', 'paket', 'tindakan']"
Pengambilan Error Total Tagihan Salah,Bagaimana memastikan Total Tagihan benar?,Sistem otomatis menghitung total dari semua subtotal layanan + biaya admin (jika ada).,Pengambilan Layanan Perawatan,bagaimana memastikan total tagihan benar,"['total', 'tagihan']"
Pengambilan Error Delete Paket/Tindakan,Apa yang terjadi jika klik Delete pada paket/tindakan?,Paket/tindakan akan dihapus; subtotal & total tagihan diperbarui otomatis.,Pengambilan Layanan Perawatan,apa yang terjadi jika klik delete pada paket tindakan,"['klik', 'delete', 'paket', 'tindakan']"
Pengambilan Error List Pengambilan Kosong,Mengapa List Pengambilan kosong?,Belum ada layanan yang diambil; data akan muncul setelah transaksi tersimpan atau layanan diambil.,Pengambilan Layanan Perawatan,mengapa list pengambilan kosong,"['list', 'pengambilan', 'kosong']"
Pengambilan Error List Penjualan Kosong,Mengapa List Penjualan kosong?,Belum ada transaksi tersimpan di sistem.,Pengambilan Layanan Perawatan,mengapa list penjualan kosong,"['list', 'penjualan', 'kosong']"
Pengambilan Error Simpan & Batal Bersamaan,Apa yang terjadi jika klik Simpan dan Batal bersamaan?,Sistem memproses Simpan dulu; Batal hanya berlaku sebelum Simpan.,Pengambilan Layanan Perawatan,apa yang terjadi jika klik simpan dan batal bersamaan,"['klik', 'simpan', 'batal', 'bersamaan']"
Pengambilan Error Keterangan Kosong,Bagaimana menambahkan catatan transaksi?,Isi kolom Keterangan sebelum klik Simpan.,Pengambilan Layanan Perawatan,bagaimana menambahkan catatan transaksi,"['catatan', 'transaksi']"
Pengambilan Error Promo/Non Promo Salah,Bagaimana mengetahui paket promo dan non promo?,"Hijau = Promo, Kuning = Non Promo.",Pengambilan Layanan Perawatan,bagaimana mengetahui paket promo dan non promo,"['paket', 'promo', 'non', 'promo']"
Pengambilan Error Refresh Tidak Jalan,Apa yang dilakukan jika tabel List Pengambilan tidak terupdate?,"Refresh halaman; jika masih error, hubungi admin.",Pengambilan Layanan Perawatan,apa yang dilakukan jika tabel list pengambilan tidak terupdate,"['tabel', 'list', 'pengambilan', 'terupdate']"
Pengambilan Error Jam & Tanggal Salah,Bagaimana memastikan jam & tanggal transaksi benar?,Sistem otomatis mengisi jam & tanggal; bisa disesuaikan manual jika diperlukan.,Pengambilan Layanan Perawatan,bagaimana memastikan jam   tanggal transaksi benar,"['jam', 'tanggal', 'transaksi']"
Pengambilan Validasi File Import,Apakah bisa import data layanan perawatan dari file?,"Ya, klik tombol Import Data ? pilih file ? sistem akan memverifikasi format dan menambahkan data ke daftar layanan.",Pengambilan Layanan Perawatan,apakah bisa import data layanan perawatan dari file,"['import', 'data', 'layanan', 'perawatan', 'file']"
Pengambilan Error File Import Salah,Apa yang terjadi jika format file import salah?,Sistem menampilkan pesan error Format file tidak sesuai. Pastikan kolom dan tipe data benar.,Pengambilan Layanan Perawatan,apa yang terjadi jika format file import salah,"['format', 'file', 'import', 'salah']"
Pengambilan Validasi Data Duplikat,Bagaimana jika customer yang sama sudah ada di list pengambilan?,Sistem mendeteksi duplikasi dan menampilkan notifikasi; data tidak ditambahkan dua kali.,Pengambilan Layanan Perawatan,bagaimana jika customer yang sama sudah ada di list pengambilan,"['customer', 'list', 'pengambilan']"
Pengambilan Error Promo Tidak Tercatat,Mengapa paket promo tidak muncul warna hijau?,Pastikan paket sudah ditandai sebagai promo di master paket; refresh tabel untuk memperbarui tampilan.,Pengambilan Layanan Perawatan,mengapa paket promo tidak muncul warna hijau,"['paket', 'promo', 'muncul', 'warna', 'hijau']"
Pengambilan Error Tindakan Tambahan Tidak Tersimpan,Mengapa tindakan tambahan tidak muncul setelah klik Simpan?,Pastikan kolom tindakan tambahan diisi dan klik tombol Pilih Paket sebelum Simpan.,Pengambilan Layanan Perawatan,mengapa tindakan tambahan tidak muncul setelah klik simpan,"['tindakan', 'tambahan', 'muncul', 'klik', 'simpan']"
Pengambilan Error Refresh Data,Mengapa List Pengambilan tidak memperbarui data terbaru?,"Gunakan tombol Refresh untuk update; jika masih tidak muncul, kemungkinan ada masalah koneksi atau server.",Pengambilan Layanan Perawatan,mengapa list pengambilan tidak memperbarui data terbaru,"['list', 'pengambilan', 'memperbarui', 'data', 'terbaru']"
Pengambilan Validasi Total Tagihan,Bagaimana cara memastikan total tagihan sudah benar?,Total dihitung otomatis dari semua paket/tindakan + biaya admin (jika ada). Periksa subtotal tiap item sebelum Simpan.,Pengambilan Layanan Perawatan,bagaimana cara memastikan total tagihan sudah benar,"['total', 'tagihan']"
Pengambilan Error Simpan Gagal,Apa yang harus dilakukan jika klik Simpan tapi gagal?,"Pastikan semua field wajib diisi, unit perawatan dipilih, dan koneksi sistem stabil. Jika masih gagal, hubungi admin IT.",Pengambilan Layanan Perawatan,apa yang harus dilakukan jika klik simpan tapi gagal,"['klik', 'simpan', 'gagal']"
Pengambilan Error Waktu Salah,Bagaimana jika jam atau tanggal transaksi salah?,Jam & tanggal otomatis; bisa diedit manual sebelum Simpan jika perlu.,Pengambilan Layanan Perawatan,bagaimana jika jam atau tanggal transaksi salah,"['jam', 'tanggal', 'transaksi', 'salah']"
Pengambilan Validasi Keterangan,Apakah kolom keterangan wajib diisi?,"Tidak wajib, tetapi disarankan untuk mencatat info tambahan terkait transaksi atau permintaan customer.",Pengambilan Layanan Perawatan,apakah kolom keterangan wajib diisi,"['kolom', 'keterangan', 'wajib', 'diisi']"
