intent,question,answer,label
Perawatan Error Paket Tidak Terisi,Apa yang harus dilakukan jika paket tidak dipilih tapi ingin simpan?,Pilih minimal satu paket atau tindakan tambahan sebelum klik Simpan.,Penjualan Layanan Perawatan
Perawatan Error Total Tagihan,Mengapa total tagihan tidak muncul?,Pastikan setidaknya satu paket atau tindakan tambahan dipilih dan harga terisi.,Penjualan Layanan Perawatan
Perawatan Refresh Data,Bagaimana memperbarui daftar paket atau tindakan tambahan?,Gunakan tombol refresh di tab Paket Perawatan atau Tindakan Tambahan.,Penjualan Layanan Perawatan
Perawatan Navigasi Tab,Bagaimana pindah dari Paket Perawatan ke Tindakan Tambahan?,Klik tab Tindakan Tambahan di bagian atas tabel.,Penjualan Layanan Perawatan
Perawatan Cetak Nota,Bagaimana mencetak nota transaksi?,"Setelah transaksi tersimpan, klik tombol Cetak Nota untuk mendapatkan bukti transaksi.",Penjualan Layanan Perawatan
Perawatan Validasi Harga,Bagaimana memastikan harga paket benar?,"Periksa tabel paket, harga akan otomatis tampil; jika ada kesalahan, hubungi admin sistem.",Penjualan Layanan Perawatan
Perawatan Promo & Non Promo Bersamaan,Bagaimana jika memilih paket promo dan non promo sekaligus?,"Sistem otomatis menghitung subtotal masing-masing, total ditampilkan di Total Tagihan.",Penjualan Layanan Perawatan
Perawatan Input Manual Keterangan,Bagaimana menambahkan keterangan tambahan manual?,Isi kolom Keterangan sebelum menyimpan transaksi.,Penjualan Layanan Perawatan
Perawatan Error Customer Kosong,Apa yang terjadi jika No. Customer dikosongkan?,Sistem tidak akan membolehkan menyimpan transaksi; kolom No. Customer wajib diisi.,Penjualan Layanan Perawatan
Perawatan Error Customer Tidak Valid,Apa yang terjadi jika No. Customer tidak valid?,"Muncul notifikasi error: “Customer tidak ditemukan”, gunakan Cari Customer atau input pasien baru.",Penjualan Layanan Perawatan
Perawatan Tambah Customer Baru,Bagaimana menambahkan customer baru?,"Klik tombol Pasien Baru, isi semua data wajib, lalu simpan.",Penjualan Layanan Perawatan
Perawatan Error Unit Tidak Dipilih,Apa yang terjadi jika Unit Perawatan tidak dipilih?,Sistem menolak penyimpanan transaksi; Unit Perawatan wajib dipilih.,Penjualan Layanan Perawatan
Perawatan Error Paket Tidak Dipilih,Apa yang terjadi jika paket perawatan tidak dipilih?,Sistem menolak menyimpan; minimal satu paket atau tindakan tambahan harus dipilih.,Penjualan Layanan Perawatan
Perawatan Filter Paket,Bagaimana memfilter paket promo?,Gunakan filter warna hijau atau kategori promo di tab Paket Perawatan.,Penjualan Layanan Perawatan
Perawatan Filter Non Promo,Bagaimana memfilter paket non promo?,Gunakan filter warna kuning atau kategori non promo di tab Paket Perawatan.,Penjualan Layanan Perawatan
Perawatan Multiple Paket,Bisa memilih lebih dari satu paket sekaligus?,"Ya, klik Pilih Paket untuk tiap paket yang diinginkan, sistem menghitung subtotal otomatis.",Penjualan Layanan Perawatan
Perawatan Tambah Tindakan Tambahan,Bagaimana menambahkan tindakan tambahan setelah memilih paket?,"Masuk tab Tindakan Tambahan, klik Pilih Paket untuk layanan tambahan.",Penjualan Layanan Perawatan
Perawatan Error Tindakan Tambahan Kosong,Apa yang terjadi jika ingin simpan tapi tindakan tambahan kosong?,"Jika paket sudah dipilih, transaksi tetap bisa disimpan; jika tidak ada paket atau tindakan, transaksi ditolak.",Penjualan Layanan Perawatan
Perawatan Delete Tindakan Tambahan,Bagaimana menghapus tindakan tambahan yang salah pilih?,"Pilih baris tindakan tambahan, klik Delete, data akan dihapus.",Penjualan Layanan Perawatan
Perawatan Refresh Paket,Bagaimana memperbarui daftar paket terbaru?,Klik tombol Refresh di tab Paket Perawatan.,Penjualan Layanan Perawatan
Perawatan Refresh Tindakan Tambahan,Bagaimana memperbarui daftar tindakan tambahan terbaru?,Klik tombol Refresh di tab Tindakan Tambahan.,Penjualan Layanan Perawatan
Perawatan Total Tagihan Update,Bagaimana jika menambahkan paket baru setelah subtotal muncul?,Total Tagihan otomatis diperbarui sesuai paket/tindakan tambahan terbaru.,Penjualan Layanan Perawatan
Perawatan Simpan Gagal,Apa yang dilakukan jika klik Simpan tapi muncul error?,"Periksa semua kolom wajib: No. Customer, Unit Perawatan, paket/tindakan. Lengkapi data lalu coba simpan kembali.",Penjualan Layanan Perawatan
Perawatan Batal Transaksi,Bagaimana membatalkan transaksi yang sedang diisi?,"Klik tombol Batal, semua data input akan dikosongkan.",Penjualan Layanan Perawatan
Perawatan Hasil Cetak Nota,Bagaimana mencetak bukti transaksi?,"Setelah klik Simpan, klik Cetak Nota untuk mendapatkan dokumen resmi.",Penjualan Layanan Perawatan
Perawatan Error Cetak Nota,Apa yang dilakukan jika cetak nota gagal?,"Pastikan printer tersambung dan online, lalu klik ulang Cetak Nota.",Penjualan Layanan Perawatan
Perawatan Kombinasi Promo Non Promo,Bagaimana sistem menghitung jika memilih paket promo dan non promo bersamaan?,"Sistem menghitung subtotal masing-masing paket, total ditampilkan di Total Tagihan.",Penjualan Layanan Perawatan
Perawatan Error Total Tagihan Tidak Muncul,Mengapa total tagihan tidak muncul?,"Pastikan minimal satu paket atau tindakan tambahan dipilih, sistem menghitung otomatis.",Penjualan Layanan Perawatan
Perawatan Edit Paket,Bagaimana mengubah paket setelah dipilih?,"Hapus paket lama dengan Delete, kemudian pilih paket baru.",Penjualan Layanan Perawatan
Perawatan Edit Tindakan Tambahan,Bagaimana mengubah tindakan tambahan setelah dipilih?,"Hapus tindakan lama, pilih tindakan baru dari tab Tindakan Tambahan.",Penjualan Layanan Perawatan
Perawatan Keterangan Manual,Bagaimana menambahkan keterangan transaksi secara manual?,Isi kolom Keterangan sebelum klik Simpan.,Penjualan Layanan Perawatan
Perawatan Navigasi Antar Tab,Bagaimana pindah antar tab Paket Perawatan dan Tindakan Tambahan?,Klik tab yang diinginkan di bagian atas tabel.,Penjualan Layanan Perawatan
Perawatan Error Import Data,Bagaimana jika data customer atau paket tidak muncul saat import?,"Pastikan format file benar, gunakan tombol Refresh untuk memperbarui daftar.",Penjualan Layanan Perawatan
Perawatan List Pengambilan,Bagaimana melihat layanan yang sudah diambil?,"Klik tombol List Pengambilan, tampil daftar layanan yang sudah diambil customer.",Penjualan Layanan Perawatan
Perawatan List Penjualan,Bagaimana melihat seluruh transaksi?,"Klik tombol List Penjualan, tampil semua transaksi sebelumnya.",Penjualan Layanan Perawatan
Perawatan Validasi Harga,Bagaimana memastikan harga paket/tindakan sesuai?,Cek tabel paket/tindakan; harga akan otomatis tampil dari master data sistem.,Penjualan Layanan Perawatan
Perawatan Error Harga Kosong,Apa yang terjadi jika harga paket kosong?,Sistem tidak membolehkan menyimpan transaksi; hubungi admin sistem untuk validasi harga.,Penjualan Layanan Perawatan
Perawatan Warna Tabel,Apa arti warna hijau pada tabel paket?,Paket termasuk Promo.,Penjualan Layanan Perawatan
Perawatan Warna Kuning,Apa arti warna kuning pada tabel paket?,Paket termasuk Non Promo.,Penjualan Layanan Perawatan
Perawatan Error Kode Paket Salah,Apa yang dilakukan jika kode paket salah?,"Pilih paket ulang melalui tombol Pilih Paket, pastikan kode sesuai master data.",Penjualan Layanan Perawatan
Perawatan Error Input Duplikat,Apa yang terjadi jika memasukkan customer yang sama dua kali?,"Sistem menolak input duplikat, muncul notifikasi “Customer sudah terdaftar.”",Penjualan Layanan Perawatan
Perawatan Error Paket Duplikat,Apa yang terjadi jika memilih paket yang sama dua kali?,Sistem menolak duplikasi paket; subtotal tidak akan bertambah untuk paket yang sama.,Penjualan Layanan Perawatan
Perawatan Validasi Total,Bagaimana memastikan total tagihan benar sebelum simpan?,"Periksa kolom subtotal tiap paket/tindakan tambahan, total otomatis dihitung di Total Tagihan.",Penjualan Layanan Perawatan
Perawatan Error Sistem Timeout,Apa yang dilakukan jika sistem timeout saat input paket?,"Simpan data sesering mungkin, refresh halaman, dan input ulang paket jika diperlukan.",Penjualan Layanan Perawatan
Perawatan Error Refresh Gagal,Apa yang dilakukan jika tombol refresh tidak memperbarui data paket?,"Periksa koneksi internet, refresh halaman, atau hubungi admin.",Penjualan Layanan Perawatan
Perawatan Error File Import,Apa yang terjadi jika file import data rusak?,"Muncul notifikasi error, gunakan file dengan format yang sesuai (CSV/XLS).",Penjualan Layanan Perawatan
Perawatan Error Harga Tidak Sesuai,Bagaimana jika harga paket berbeda dari master data?,"Sistem menampilkan harga master; jika berbeda, hubungi admin untuk koreksi.",Penjualan Layanan Perawatan
Perawatan Validasi Promo,Bagaimana mengetahui paket termasuk promo?,Paket dengan warna hijau di tabel menandakan Promo.,Penjualan Layanan Perawatan
Perawatan Validasi Non Promo,Bagaimana mengetahui paket non promo?,Paket dengan warna kuning di tabel menandakan Non Promo.,Penjualan Layanan Perawatan
Perawatan Error Kode Paket Tidak Terdaftar,Apa yang terjadi jika kode paket tidak ada di master?,Sistem menolak input dan menampilkan pesan “Kode paket tidak ditemukan.”,Penjualan Layanan Perawatan
Perawatan Error Tindakan Tambahan Kosong,Apa yang dilakukan jika ingin simpan tapi tidak ada tindakan tambahan?,"Sistem bisa menyimpan jika ada paket; jika kosong semua, transaksi ditolak.",Penjualan Layanan Perawatan
Perawatan Navigasi Antar Tab Error,Apa yang dilakukan jika tab Paket atau Tindakan Tambahan tidak terbuka?,"Refresh halaman, pastikan browser kompatibel, atau hubungi admin IT.",Penjualan Layanan Perawatan
Perawatan Cetak Gagal,Apa yang dilakukan jika klik Cetak Nota tidak muncul hasil cetak?,"Periksa koneksi printer, driver printer, atau refresh halaman, lalu coba cetak ulang.",Penjualan Layanan Perawatan
Perawatan Batal Edit,Bagaimana membatalkan perubahan paket/tindakan sebelum simpan?,"Klik tombol Batal, semua perubahan akan dihapus.",Penjualan Layanan Perawatan
Perawatan List Pengambilan Kosong,Mengapa List Pengambilan kosong?,Belum ada layanan yang diambil; sistem menampilkan data setelah layanan diproses.,Penjualan Layanan Perawatan
Perawatan List Penjualan Kosong,Mengapa List Penjualan kosong?,Belum ada transaksi tersimpan di sistem.,Penjualan Layanan Perawatan
Perawatan Error Data Tidak Sinkron,Apa yang dilakukan jika data customer atau paket tidak sinkron dengan master?,"Klik Refresh, atau hubungi admin untuk sinkronisasi data.",Penjualan Layanan Perawatan
Perawatan Error Biaya Admin,Apa yang terjadi jika biaya admin tidak terhitung?,Sistem otomatis menambahkan jika pilih Ya; cek pengaturan biaya admin di master data.,Penjualan Layanan Perawatan
Perawatan Update Data Customer,Bagaimana mengubah data customer setelah simpan?,"Edit data customer melalui menu Cari Customer ? Edit, simpan perubahan.",Penjualan Layanan Perawatan
Perawatan Update Paket,Bagaimana mengubah paket setelah transaksi tersimpan?,Hapus transaksi atau lakukan koreksi melalui List Penjualan (jika sistem mengizinkan).,Penjualan Layanan Perawatan
Perawatan Update Tindakan Tambahan,Bagaimana mengubah tindakan tambahan setelah transaksi tersimpan?,"Sama seperti paket, edit melalui List Penjualan atau input ulang tindakan tambahan.",Penjualan Layanan Perawatan
Perawatan Error Customer Tidak Aktif,Apa yang dilakukan jika customer yang dipilih statusnya tidak aktif?,"Sistem menampilkan notifikasi, pilih customer aktif lainnya.",Penjualan Layanan Perawatan
Perawatan Error Unit Tidak Aktif,Apa yang dilakukan jika unit perawatan yang dipilih tidak aktif?,"Sistem menolak input, pilih unit aktif lain yang tersedia.",Penjualan Layanan Perawatan
Perawatan Error Koneksi,Apa yang dilakukan jika koneksi terputus saat input transaksi?,"Simpan data sesering mungkin, refresh halaman, dan input ulang jika belum tersimpan.",Penjualan Layanan Perawatan
Perawatan Error Format File,Apa yang terjadi jika format file import salah?,Muncul notifikasi error; gunakan file CSV/XLS sesuai template sistem.,Penjualan Layanan Perawatan
Perawatan Validasi Jam & Tanggal,Bagaimana memastikan jam & tanggal transaksi benar?,Sistem otomatis mengisi jam & tanggal saat input; bisa disesuaikan jika diperlukan.,Penjualan Layanan Perawatan
Perawatan Error Refresh Tabel,Apa yang dilakukan jika tabel paket/tindakan tidak terupdate setelah refresh?,"Cek koneksi, refresh halaman utama, atau hubungi admin.",Penjualan Layanan Perawatan
Perawatan Error Transaksi Duplikat,Bagaimana menghindari transaksi yang sama disimpan dua kali?,"Pastikan klik Simpan hanya sekali, cek List Penjualan untuk memastikan.",Penjualan Layanan Perawatan
Perawatan Warna Tabel,Apa arti warna hijau & kuning pada tabel paket?,"Hijau = Promo, Kuning = Non Promo.",Penjualan Layanan Perawatan
Perawatan Error Subtotal Tidak Muncul,Mengapa subtotal tidak muncul setelah pilih paket/tindakan?,Pastikan kolom jumlah diisi dengan benar; sistem menghitung otomatis.,Penjualan Layanan Perawatan
Perawatan Error Combo Paket,Bagaimana jika paket dan tindakan tambahan dipilih bersamaan?,"Sistem menghitung subtotal untuk tiap item, total otomatis di Total Tagihan.",Penjualan Layanan Perawatan
Perawatan Keterangan Tambahan,Bagaimana menambahkan catatan transaksi manual?,Isi kolom Keterangan sebelum klik Simpan.,Penjualan Layanan Perawatan
Perawatan Error Paket Tidak Sesuai Unit,Apa yang dilakukan jika paket yang dipilih tidak tersedia di unit?,Sistem menolak input; pilih paket yang sesuai unit perawatan.,Penjualan Layanan Perawatan
Perawatan Error Harga Salah,Bagaimana jika harga paket berbeda dengan daftar master?,Hubungi admin; sistem menampilkan harga master yang valid.,Penjualan Layanan Perawatan
Perawatan Error Diskon Tidak Terhitung,Bagaimana jika promo/discount tidak muncul di Total Tagihan?,"Periksa format paket promo, refresh tabel paket, subtotal akan diperbarui.",Penjualan Layanan Perawatan
Perawatan Error Multiple File Import,Bagaimana jika ingin import beberapa file sekaligus?,Import satu per satu untuk memastikan data terbaca; sistem menolak duplikat.,Penjualan Layanan Perawatan
Perawatan Error Customer Tidak Tersedia,Apa yang dilakukan jika customer belum terdaftar di master?,Gunakan tombol Pasien Baru untuk input customer baru.,Penjualan Layanan Perawatan
Perawatan Error Data Tidak Lengkap,Apa yang dilakukan jika ada paket tanpa kode atau harga?,Sistem menolak simpan; lengkapi data paket terlebih dahulu.,Penjualan Layanan Perawatan
Perawatan Error Simpan Kosong,Apa yang terjadi jika klik Simpan tanpa memilih paket/tindakan?,"Sistem menolak dan menampilkan notifikasi “Transaksi kosong, pilih minimal satu paket/tindakan.”",Penjualan Layanan Perawatan
Perawatan Error Simpan Ganda,Apa yang terjadi jika klik Simpan beberapa kali beruntun?,Sistem hanya menyimpan satu kali; duplikasi dicegah.,Penjualan Layanan Perawatan
Perawatan Error Jumlah Tidak Valid,Apa yang terjadi jika jumlah paket/tindakan diisi negatif atau nol?,Sistem menolak input dan menampilkan pesan error.,Penjualan Layanan Perawatan
Perawatan Error Pilih Paket Tidak Aktif,Bagaimana jika paket yang dipilih sudah tidak aktif?,Sistem menolak input; pilih paket aktif lainnya.,Penjualan Layanan Perawatan
Perawatan Error Refresh Tidak Jalan,Apa yang dilakukan jika tombol Refresh tidak memperbarui data?,"Periksa koneksi, refresh halaman utama browser, atau hubungi admin.",Penjualan Layanan Perawatan
Perawatan Validasi Subtotal,Bagaimana memastikan subtotal tiap paket/tindakan benar?,Periksa kolom harga & jumlah; subtotal otomatis dihitung oleh sistem.,Penjualan Layanan Perawatan
Perawatan Validasi Total Tagihan,Bagaimana memastikan total tagihan benar?,Total Tagihan = jumlah semua subtotal paket + tindakan + biaya admin (jika ada).,Penjualan Layanan Perawatan
Perawatan Error Hapus Paket,Apa yang terjadi jika klik Delete paket?,Paket akan dihapus dari transaksi; subtotal & total otomatis diperbarui.,Penjualan Layanan Perawatan
Perawatan Error Hapus Tindakan,Apa yang terjadi jika klik Delete tindakan tambahan?,Tindakan tambahan akan dihapus; subtotal & total diperbarui.,Penjualan Layanan Perawatan
Perawatan Error Pilih Paket Promo dan Non Promo,Apa yang terjadi jika pilih paket promo dan non promo bersamaan?,Sistem menghitung subtotal masing-masing; total otomatis menyesuaikan.,Penjualan Layanan Perawatan
Perawatan Error Data Tidak Sinkron,Bagaimana jika data customer atau paket tidak sinkron dengan master?,"Klik Refresh; jika masih tidak sinkron, hubungi admin.",Penjualan Layanan Perawatan
Perawatan Error Cetak Nota Gagal,Apa yang dilakukan jika klik Cetak Nota tidak muncul hasil cetak?,"Periksa koneksi printer, driver, atau refresh halaman, lalu coba cetak ulang.",Penjualan Layanan Perawatan
Perawatan Error Koneksi Putus,Apa yang dilakukan jika koneksi internet putus saat input transaksi?,"Simpan data sesering mungkin, refresh halaman, input ulang jika perlu.",Penjualan Layanan Perawatan
Perawatan Error File Import Rusak,Apa yang dilakukan jika file import rusak?,Muncul notifikasi error; gunakan file dengan format sesuai sistem (CSV/XLS).,Penjualan Layanan Perawatan
Perawatan Error Import Duplikat,Apa yang terjadi jika file import mengandung customer/paket yang sama?,Sistem menolak duplikasi; data baru yang sama tidak ditambahkan.,Penjualan Layanan Perawatan
Perawatan Error Biaya Admin Tidak Terhitung,Bagaimana jika biaya admin tidak muncul?,Pastikan opsi Ya dipilih; biaya admin otomatis ditambahkan.,Penjualan Layanan Perawatan
Perawatan Error Customer Tidak Aktif,Apa yang terjadi jika memilih customer tidak aktif?,Sistem menolak input; pilih customer aktif lain.,Penjualan Layanan Perawatan
Perawatan Error Unit Tidak Aktif,Apa yang dilakukan jika unit perawatan tidak aktif?,Sistem menolak input; pilih unit aktif yang tersedia.,Penjualan Layanan Perawatan
Perawatan Validasi Warna Paket,Bagaimana mengetahui paket promo/non promo?,"Hijau = Promo, Kuning = Non Promo.",Penjualan Layanan Perawatan
Perawatan Error Subtotal Tidak Muncul,Mengapa subtotal tidak muncul setelah pilih paket/tindakan?,Pastikan kolom jumlah diisi; sistem menghitung otomatis.,Penjualan Layanan Perawatan
Perawatan Error Harga Salah,Apa yang dilakukan jika harga paket berbeda dari master?,Hubungi admin; sistem menampilkan harga master.,Penjualan Layanan Perawatan
Perawatan Error Diskon Tidak Terhitung,Bagaimana jika promo/discount tidak muncul?,Refresh tabel paket; subtotal dan total akan diperbarui.,Penjualan Layanan Perawatan
Perawatan Error Paket Tidak Sesuai Unit,Bagaimana jika paket tidak tersedia di unit perawatan?,Sistem menolak input; pilih paket sesuai unit.,Penjualan Layanan Perawatan
Perawatan Error Combo Paket,Bagaimana jika pilih paket & tindakan tambahan bersamaan?,Subtotal dihitung per item; total otomatis di Total Tagihan.,Penjualan Layanan Perawatan
Perawatan Error Keterangan Kosong,Bagaimana menambahkan catatan transaksi?,Isi kolom Keterangan sebelum klik Simpan.,Penjualan Layanan Perawatan
Perawatan Error Update Data Customer,Bagaimana mengubah data customer setelah tersimpan?,"Gunakan menu Edit Customer, simpan perubahan.",Penjualan Layanan Perawatan
Perawatan Error Update Paket,Bagaimana mengubah paket setelah transaksi tersimpan?,Hapus transaksi atau lakukan koreksi melalui List Penjualan.,Penjualan Layanan Perawatan
Perawatan Error Update Tindakan Tambahan,Bagaimana mengubah tindakan tambahan setelah tersimpan?,Edit melalui List Penjualan atau input ulang tindakan tambahan.,Penjualan Layanan Perawatan
Perawatan Error Customer Belum Terdaftar,Apa yang dilakukan jika customer belum ada di master?,Gunakan tombol Pasien Baru untuk input customer baru.,Penjualan Layanan Perawatan
Perawatan Error Transaksi Duplikat,Bagaimana menghindari transaksi sama tersimpan dua kali?,"Pastikan klik Simpan hanya sekali, cek List Penjualan.",Penjualan Layanan Perawatan
Perawatan Error Multiple File Import,Bagaimana import beberapa file sekaligus?,Import satu per satu; sistem menolak duplikat.,Penjualan Layanan Perawatan
Perawatan Error Refresh Tabel,Apa yang dilakukan jika tabel paket/tindakan tidak terupdate?,Refresh halaman utama atau hubungi admin.,Penjualan Layanan Perawatan
Perawatan Error Jam & Tanggal Salah,Bagaimana memastikan jam & tanggal transaksi benar?,Sistem otomatis mengisi jam & tanggal; bisa disesuaikan manual.,Penjualan Layanan Perawatan
Perawatan Error List Pengambilan Kosong,Mengapa List Pengambilan kosong?,Belum ada layanan diambil; data muncul setelah layanan diproses.,Penjualan Layanan Perawatan
Perawatan Error List Penjualan Kosong,Mengapa List Penjualan kosong?,Belum ada transaksi tersimpan di sistem.,Penjualan Layanan Perawatan
Perawatan Error Hapus Semua Paket,Bagaimana menghapus semua paket dari transaksi?,Klik Delete tiap paket; subtotal & total diperbarui otomatis.,Penjualan Layanan Perawatan
Perawatan Error Simpan & Batal Bersamaan,Apa yang terjadi jika klik Simpan dan Batal bersamaan?,Sistem memproses Simpan dulu; Batal hanya berlaku sebelum Simpan.,Penjualan Layanan Perawatan
Perawatan Error Format File Tidak Sesuai,Apa yang terjadi jika file import format salah?,Muncul notifikasi; gunakan file sesuai template sistem (CSV/XLS).,Penjualan Layanan Perawatan
Pengambilan Error Customer Kosong,Apa yang terjadi jika klik Simpan tanpa memilih customer?,Sistem menolak transaksi dan menampilkan notifikasi “Customer wajib dipilih.”,Pengambilan Layanan Perawatan
Pengambilan Error Unit Tidak Dipilih,Apa yang terjadi jika unit perawatan tidak dipilih?,Sistem menolak input dan menampilkan pesan error “Unit perawatan wajib dipilih.”,Pengambilan Layanan Perawatan
Pengambilan Error Paket/Tindakan Kosong,Apa yang terjadi jika klik Simpan tapi belum memilih paket atau tindakan tambahan?,Sistem menolak input dan menampilkan notifikasi “Layanan perawatan belum dipilih.”,Pengambilan Layanan Perawatan
Pengambilan Error Subtotal Tidak Terhitung,Mengapa subtotal tidak muncul setelah pilih paket/tindakan?,Pastikan jumlah layanan diisi; subtotal dihitung otomatis oleh sistem.,Pengambilan Layanan Perawatan
Pengambilan Error Total Tagihan Salah,Bagaimana memastikan Total Tagihan benar?,Sistem otomatis menghitung total dari semua subtotal layanan + biaya admin (jika ada).,Pengambilan Layanan Perawatan
Pengambilan Error Delete Paket/Tindakan,Apa yang terjadi jika klik Delete pada paket/tindakan?,Paket/tindakan akan dihapus; subtotal & total tagihan diperbarui otomatis.,Pengambilan Layanan Perawatan
Pengambilan Error List Pengambilan Kosong,Mengapa List Pengambilan kosong?,Belum ada layanan yang diambil; data akan muncul setelah transaksi tersimpan atau layanan diambil.,Pengambilan Layanan Perawatan
Pengambilan Error List Penjualan Kosong,Mengapa List Penjualan kosong?,Belum ada transaksi tersimpan di sistem.,Pengambilan Layanan Perawatan
Pengambilan Error Simpan & Batal Bersamaan,Apa yang terjadi jika klik Simpan dan Batal bersamaan?,Sistem memproses Simpan dulu; Batal hanya berlaku sebelum Simpan.,Pengambilan Layanan Perawatan
Pengambilan Error Keterangan Kosong,Bagaimana menambahkan catatan transaksi?,Isi kolom Keterangan sebelum klik Simpan.,Pengambilan Layanan Perawatan
Pengambilan Error Promo/Non Promo Salah,Bagaimana mengetahui paket promo dan non promo?,"Hijau = Promo, Kuning = Non Promo.",Pengambilan Layanan Perawatan
Pengambilan Error Refresh Tidak Jalan,Apa yang dilakukan jika tabel List Pengambilan tidak terupdate?,"Refresh halaman; jika masih error, hubungi admin.",Pengambilan Layanan Perawatan
Pengambilan Error Jam & Tanggal Salah,Bagaimana memastikan jam & tanggal transaksi benar?,Sistem otomatis mengisi jam & tanggal; bisa disesuaikan manual jika diperlukan.,Pengambilan Layanan Perawatan
Pengambilan Validasi File Import,Apakah bisa import data layanan perawatan dari file?,"Ya, klik tombol Import Data ? pilih file ? sistem akan memverifikasi format dan menambahkan data ke daftar layanan.",Pengambilan Layanan Perawatan
Pengambilan Error File Import Salah,Apa yang terjadi jika format file import salah?,Sistem menampilkan pesan error “Format file tidak sesuai. Pastikan kolom dan tipe data benar.”,Pengambilan Layanan Perawatan
Pengambilan Validasi Data Duplikat,Bagaimana jika customer yang sama sudah ada di list pengambilan?,Sistem mendeteksi duplikasi dan menampilkan notifikasi; data tidak ditambahkan dua kali.,Pengambilan Layanan Perawatan
Pengambilan Error Promo Tidak Tercatat,Mengapa paket promo tidak muncul warna hijau?,Pastikan paket sudah ditandai sebagai promo di master paket; refresh tabel untuk memperbarui tampilan.,Pengambilan Layanan Perawatan
Pengambilan Error Tindakan Tambahan Tidak Tersimpan,Mengapa tindakan tambahan tidak muncul setelah klik Simpan?,Pastikan kolom tindakan tambahan diisi dan klik tombol Pilih Paket sebelum Simpan.,Pengambilan Layanan Perawatan
Pengambilan Error Refresh Data,Mengapa List Pengambilan tidak memperbarui data terbaru?,"Gunakan tombol Refresh untuk update; jika masih tidak muncul, kemungkinan ada masalah koneksi atau server.",Pengambilan Layanan Perawatan
Pengambilan Validasi Total Tagihan,Bagaimana cara memastikan total tagihan sudah benar?,Total dihitung otomatis dari semua paket/tindakan + biaya admin (jika ada). Periksa subtotal tiap item sebelum Simpan.,Pengambilan Layanan Perawatan
Pengambilan Error Simpan Gagal,Apa yang harus dilakukan jika klik Simpan tapi gagal?,"Pastikan semua field wajib diisi, unit perawatan dipilih, dan koneksi sistem stabil. Jika masih gagal, hubungi admin IT.",Pengambilan Layanan Perawatan
Pengambilan Error Waktu Salah,Bagaimana jika jam atau tanggal transaksi salah?,Jam & tanggal otomatis; bisa diedit manual sebelum Simpan jika perlu.,Pengambilan Layanan Perawatan
Pengambilan Validasi Keterangan,Apakah kolom keterangan wajib diisi?,"Tidak wajib, tetapi disarankan untuk mencatat info tambahan terkait transaksi atau permintaan customer.",Pengambilan Layanan Perawatan
Pengambilan Error Delete Paket/Tindakan,Apa efek klik tombol Delete di tabel layanan?,"Item paket/tindakan akan dihapus dari List Pengambilan, subtotal & total tagihan diperbarui otomatis.",Pengambilan Layanan Perawatan
Pengambilan Error Semua Field Kosong,Apa yang terjadi jika klik Simpan tapi semua field kosong?,"Sistem menampilkan notifikasi error, semua field wajib diisi minimal Customer & Unit Perawatan.",Pengambilan Layanan Perawatan
Kontrol Filter Tanggal,Bagaimana cara menampilkan rencana kontrol pada tanggal tertentu?,"Gunakan kolom Tgl. Rencana untuk memilih tanggal yang diinginkan, lalu klik Refresh untuk menampilkan data.",Surat Kontrol Non-BPJS
Kontrol Pencarian Pasien,Bagaimana mencari pasien berdasarkan nama atau No. RM?,"Masukkan Nama, No. RM, atau No. Surat pada kolom pencarian, lalu tekan Enter atau klik Refresh.",Surat Kontrol Non-BPJS
Kontrol Filter Poli,Bagaimana memfilter surat kontrol berdasarkan poli asal?,"Pilih poli yang diinginkan di dropdown Poli Asal, lalu klik Refresh untuk menampilkan data sesuai filter.",Surat Kontrol Non-BPJS
Kontrol Refresh Data,"Data surat kontrol tidak muncul, bagaimana solusinya?","Klik tombol Refresh untuk memuat ulang data. Jika masih kosong, pastikan filter tanggal, nama, atau poli tidak membatasi hasil.",Surat Kontrol Non-BPJS
Kontrol Detail Rencana,Bagaimana melihat detail surat kontrol?,"Pilih salah satu surat kontrol, lalu klik tombol Detail Rencana Kontrol untuk menampilkan informasi lengkap.",Surat Kontrol Non-BPJS
Kontrol Hapus Rencana,Bagaimana cara menghapus surat kontrol yang salah?,"Pilih surat kontrol yang ingin dihapus, kemudian klik Hapus Rencana Kontrol. Sistem akan meminta konfirmasi sebelum data dihapus.",Surat Kontrol Non-BPJS
Kontrol Cetak,Bagaimana mencetak surat kontrol?,"Pilih surat kontrol yang ingin dicetak, lalu klik tombol Cetak. Pastikan printer siap dan koneksi stabil.",Surat Kontrol Non-BPJS
Kontrol Export Excel,Bagaimana mengekspor data surat kontrol ke Excel?,"Klik tombol Export Excel, sistem akan mengunduh file berformat XLSX berisi semua data yang tampil di tabel.",Surat Kontrol Non-BPJS
Kontrol Data Tidak Lengkap,Mengapa beberapa kolom pasien kosong atau hanya menampilkan dummy data?,Pastikan data pasien sudah terdaftar di sistem. Dummy data muncul jika data asli belum diinput atau sedang uji coba sistem.,Surat Kontrol Non-BPJS
Kontrol Error Hapus Gagal,Apa yang harus dilakukan jika hapus rencana kontrol gagal?,"Periksa koneksi jaringan dan pastikan Anda memiliki hak akses hapus. Jika masih gagal, hubungi admin IT.",Surat Kontrol Non-BPJS
